Number,Surname,GivenName,TelephoneNumber,Birthday
1872,Labrosse,Fayme,05.06.41.77.34,8/14/1992
1873,Norbert,Hélène,05.07.71.35.94,4/6/1940
1874,Audet,Avelaine,01.29.05.03.28,5/3/1987
1875,Hébert,Tempeste,01.42.21.05.72,1/13/1997
1876,Simon,Olivie,01.97.83.50.30,9/15/1991
1877,Rancourt,Legget,05.28.04.06.24,11/20/1949
1878,Huppé,Lothair,04.81.46.55.58,8/24/1985
1879,Flamand,Colette,03.96.83.92.41,3/27/1949
1880,Cyr,Françoise,01.88.46.49.90,7/24/1946
1881,Lamarre,Zara,03.65.54.49.53,8/21/1994
1882,Phaneuf,Stéphane,03.69.21.57.95,9/5/1946
1883,Racine,Raymond,01.44.60.62.08,5/24/1968
1884,Savard,Paien,01.97.86.46.17,3/26/1944
1885,Daoust,Matilda,05.64.27.40.02,9/13/1952
1886,Rouleau,Marie,03.31.23.09.33,3/2/1945
1887,Querry,Chandler,04.05.55.68.71,5/28/1998
1888,Forest,Vachel,02.78.40.68.05,2/23/2000
1889,Beaujolie,Dominic,03.13.31.10.50,8/21/1954
1890,Laux,Avice,04.22.54.70.30,6/19/1968
1891,Lussier,Percy,01.78.35.18.86,4/24/1996
1892,Ailleboust,Loyal,01.63.55.04.01,10/14/1965
1893,Mouet,Pinabel,01.36.38.01.72,10/7/1956
1894,Gauthier,Jacqueline,02.56.21.78.71,9/24/2002
1895,Paiement,Saber,01.18.82.96.14,3/5/1979
1896,Mathieu,Charlotte,04.45.96.06.26,10/15/1991
1897,Paulet,Esperanza,04.42.50.46.18,10/3/2001
1898,Duranseau,Archard,03.73.58.07.60,5/14/1955
1899,Ruais,Susanne,04.53.84.93.61,11/17/1964
1900,Robert,"La Roux",03.41.99.19.29,5/30/1979
1901,Racine,Moore,01.61.37.36.36,12/28/1945
1902,Brochu,Desire,05.09.76.75.60,6/6/1989
1903,Reault,Jeoffroi,01.93.30.97.71,12/17/1945
1904,Robert,Christabel,01.38.30.10.82,10/17/1988
1905,Dagenais,Hugh,02.07.15.01.30,11/14/2001
1906,Plouffe,Zurie,05.15.88.28.77,5/24/1950
1907,Auclair,Yolande,01.81.62.72.90,1/27/1993
1908,Lafrenière,Kari,01.75.09.60.99,1/31/1978
1909,Loiselle,Yvette,01.74.85.32.55,3/3/1998
1910,"Des Meaux",Lucille,05.65.98.59.31,11/1/1948
1911,Lachance,Noelle,02.68.42.19.75,10/9/1941
1912,Desroches,Jean,02.13.91.66.54,6/16/1970
1913,Galarneau,Orva,05.67.51.05.44,12/13/1965
1914,Picard,Édouard,03.64.36.88.06,3/28/1972
1915,Caron,Algernon,01.38.36.32.85,10/30/1965
1916,Doiron,Roland,02.84.27.95.58,11/25/2000
1917,Bellefeuille,Nadine,01.19.87.44.94,4/1/1977
1918,Roy,Grégoire,03.59.19.67.29,10/4/2002
1919,Langlais,Julien,04.65.71.65.65,12/15/1961
1920,Viens,Fitz,02.57.88.50.84,11/9/1996
1921,Patenaude,Claire,02.86.76.32.21,12/6/1996
1922,Robillard,Dexter,04.47.92.44.06,3/20/1965
1923,Ruais,Xarles,03.63.30.53.80,8/22/2003
1924,Lajoie,Gaston,01.19.63.23.07,3/19/1974
1925,Vernadeau,Gallia,03.45.00.80.51,10/21/1982
1926,Martel,Jeoffroi,04.34.30.58.21,4/5/1981
1927,Plaisance,Arnou,04.95.00.74.02,9/17/1942
1928,Paquette,Amaury,05.98.83.19.91,11/29/1959
1929,Forest,Gradasso,01.26.98.60.07,3/18/1952
1930,Bordeaux,Élodie,04.36.56.84.27,9/29/1969
1931,Deslauriers,Amélie,04.38.96.12.83,4/12/2004
1932,Pelland,Yolette,05.09.44.86.84,5/20/1951
1933,Lanoie,Alphonse,03.42.32.03.31,5/4/1988
1934,Fresne,Jacqueline,05.30.20.83.30,6/24/1992
1935,Boivin,Franck,05.52.80.97.68,7/17/1983
1936,Cadieux,Chapin,01.55.04.10.29,3/26/1949
1937,Brodeur,Frédérique,02.54.68.77.74,10/9/1958
1938,Mailhot,Galatee,05.64.81.13.58,1/16/1987
1939,LeBatelier,Marguerite,04.86.14.03.48,11/13/1989
1940,Dubeau,Valiant,02.68.79.62.61,9/17/1972
1941,Lafond,Lyle,03.42.03.72.28,6/9/1940
1942,Lafond,Astolpho,01.80.69.79.21,11/16/1999
1943,Allain,Demi,03.37.41.04.29,2/14/1949
1944,Bonnet,Archard,01.96.59.47.75,4/28/1998
1945,Labelle,Leroy,01.79.40.46.13,9/29/1956
1946,Labrecque,Marcelle,01.18.48.32.07,4/2/1940
1947,Goudreau,Fifine,02.43.52.84.83,12/14/1993
1948,Jacques,Somerville,01.00.38.26.88,9/11/1978
1949,Chaloux,Falerina,05.66.08.48.51,9/6/1959
1950,Duffet,Tempeste,02.74.47.70.58,12/28/1967
1951,Brunault,Daisi,03.21.72.50.04,11/3/1945
1952,CinqMars,Gay,02.43.62.17.19,12/19/1942
1953,Sanschagrin,Blanchefle,01.67.42.05.22,10/3/1999
1954,Lajoie,Vedette,01.55.15.16.24,2/10/1950
1955,DuLin,Cheney,04.95.66.96.20,5/31/2004
1956,Bédard,Eustache,05.92.45.37.82,8/6/1989
1957,Laframboise,Mathilde,05.90.87.72.96,12/7/1983
1958,Houde,Fanette,04.13.35.74.39,7/11/2004
1959,Théberge,Rachelle,02.73.81.99.69,3/20/1982
1960,Desilets,Avice,04.15.65.46.20,12/29/1987
1961,Camus,Ansel,03.71.04.97.42,10/29/1949
1962,Charest,Tyson,02.99.22.37.56,9/3/1947
1963,Goguen,Aubrey,05.33.09.76.33,6/27/1947
1964,Aupry,Varden,05.25.82.83.94,1/12/1980
1965,Bonsaint,Thibaut,03.30.05.14.53,9/13/1991
1966,Pitre,Claude,01.08.28.17.05,1/10/1941
1967,Jolicoeur,Kerman,04.30.55.89.32,9/20/1987
1968,Doucet,Laurene,03.32.85.22.54,7/23/1991
1969,LaCaille,Stéphanie,01.80.89.09.21,4/2/1989
1970,Miron,Victor,02.10.28.36.13,2/3/1959
1971,Brousseau,Roux,04.10.04.36.60,2/28/1993
1972,Courcelle,Camille,02.59.19.90.55,10/2/1983
1973,Flamand,Solaine,01.01.96.68.36,8/28/1955
1974,Charlebois,Channing,05.22.94.16.92,10/20/1994
1975,"De La Vergne",Beltane,01.12.10.17.38,6/8/1956
1976,Ouellet,Chapin,03.01.58.49.92,6/8/1947
1977,Senneville,Josette,04.88.79.69.32,6/15/1995
1978,Richer,Heloise,01.78.30.36.98,4/14/1991
1979,L'Anglais,Véronique,05.39.28.38.63,7/8/1949
1980,Croteau,Clarice,05.70.59.35.25,9/14/1977
1981,Parent,Nanna,05.86.60.99.51,1/5/1957
1982,Hervieux,Anaïs,04.95.32.81.98,1/27/1977
1983,Josseaume,Richard,02.06.03.66.23,7/26/1979
1984,Lepage,Royale,01.41.29.65.17,12/30/1938
1985,Charpentier,Alexandre,02.10.96.10.81,7/7/1982
1986,Provencher,Thierry,03.59.62.04.83,9/10/1972
1987,Monrency,Corinne,01.08.07.12.60,4/28/1986
1988,Francoeur,Carolos,04.80.83.83.55,5/7/1975
1989,Plourde,Clovis,04.31.87.24.95,11/7/1974
1990,Riel,Legget,04.10.53.42.47,9/14/1950
1991,"de Brisay",Didiane,02.36.37.42.10,6/15/1991
1992,Devost,Édith,01.38.42.42.75,3/17/1999
1993,Monty,Thierry,01.89.06.10.38,12/2/1991
1994,Jobin,Marie,05.86.86.14.17,6/14/2001
1995,Daoust,Claude,01.65.49.74.94,8/20/1993
1996,Charbonneau,Travers,05.25.99.37.16,8/17/1986
1997,Laramée,Senapus,03.92.01.91.12,7/28/1974
1998,Desnoyers,Loring,03.78.18.80.29,12/16/1946
1999,Lachapelle,Normand,01.11.22.04.88,1/19/1991
2000,Joly,Felicien,01.15.80.42.36,10/3/1961
2001,L'Angelier,Geoffrey,01.46.59.13.34,5/20/1975
2002,Brousse,Kerman,04.74.01.87.36,2/18/1978
2003,Carrière,Arianne,02.68.26.24.66,4/24/2000
2004,Picard,Genevre,01.68.74.46.32,3/20/1940
2005,Brunault,Dielle,04.33.64.76.42,5/9/1955
2006,Champagne,Matilda,02.31.58.27.61,12/9/1987
2007,Saurel,Yves,01.29.94.62.49,10/6/1987
2008,Thibodeau,Marguerite,05.08.67.50.22,8/22/1954
2009,Cousteau,Millard,04.41.74.30.97,11/5/1960
2010,Moreau,Tempeste,04.28.51.26.14,12/19/1990
2011,Parent,Scoville,01.90.92.35.55,5/5/2003
2012,Brisebois,Kari,04.50.21.15.33,3/10/2005
2013,Perillard,Varden,03.06.35.09.65,9/28/1969
2014,Poisson,Searlas,03.28.41.99.54,2/13/1964
2015,Louis,Vail,03.73.32.98.25,11/1/1995
2016,Bazinet,Stéphanie,05.43.83.96.21,8/23/1997
2017,Breton,Juliette,05.39.45.11.01,7/21/1989
2018,Gaudreau,Voleta,01.93.28.31.37,4/12/1949
2019,Simon,Durandana,04.05.76.34.35,5/22/1973
2020,Authier,Fitz,05.23.23.44.95,6/25/1963
2021,Chouinard,Phillipa,02.76.78.16.70,8/12/1959
2022,Gendron,Pénélope,04.90.06.24.33,2/10/1973
2023,Labrosse,Maslin,04.68.93.50.76,5/15/1972
2024,Berthelette,Henri,01.56.45.39.63,6/30/1980
2025,Dionne,Warrane,04.24.09.99.16,5/25/1947
2026,Corbeil,Charmaine,04.93.39.66.10,3/8/1979
2027,Forest,Leroy,03.47.19.35.18,10/26/1957
2028,Labrie,Talon,05.55.77.11.51,2/6/1949
2029,Ménard,Arienne,04.14.07.47.60,7/14/1960
2030,Bazin,Vaden,04.93.45.10.12,2/23/1999
2031,Arsenault,Étienne,04.84.97.13.59,10/30/1945
2032,Beaulac,Mathilde,02.73.39.13.01,4/19/1972
2033,Bazinet,Marjolaine,03.20.83.38.50,7/17/1979
2034,Parenteau,Fusberta,02.93.30.59.00,5/2/1996
2035,Adler,Dorene,01.46.47.44.65,10/6/1974
2036,Lafond,Garland,01.16.38.52.65,5/13/1988
2037,Blanchard,Françoise,01.81.16.37.56,2/23/1997
2038,Fouquet,Bradamate,05.40.36.87.52,3/25/1969
2039,Ailleboust,Théophile,01.86.30.78.40,4/17/1988
2040,Fortin,Namo,03.52.29.85.59,12/16/1991
2041,Francoeur,"La Roux",03.70.52.04.55,4/18/1985
2042,Savard,Aurélie,05.78.77.17.43,8/21/1962
2043,Cormier,Fanette,01.42.07.88.10,11/3/1955
2044,Lanteigne,Fayette,03.45.67.70.73,12/22/1942
2045,L'Hiver,Victor,04.77.97.26.92,2/8/1950
2046,Gamache,Hugh,01.40.13.40.86,6/3/1973
2047,Brochu,Kerman,01.10.89.15.86,7/11/1966
2048,Belisle,Pauline,01.26.87.17.24,7/28/1938
2049,Caya,Amber,02.49.04.17.93,6/27/2000
2050,Rouze,Dielle,01.01.47.97.10,5/7/1983
2051,Vachon,Armand,01.76.16.94.30,1/26/1980
2052,Begin,Quennel,02.93.56.45.63,9/24/2004
2053,Mousseau,Marveille,04.13.12.24.99,8/1/1986
2054,Dupéré,Senapus,04.36.17.03.49,12/4/1988
2055,Bazinet,Nicole,04.22.81.99.57,12/17/1956
2056,Proulx,Moore,05.16.61.23.73,11/30/1960
2057,Jomphe,Laurene,01.11.76.95.20,4/8/1941
2058,Berthiaume,Sennet,02.44.67.55.70,10/27/1950
2059,Brasseur,Arienne,04.87.11.20.02,8/6/1966
2060,Brodeur,Jeannine,03.07.23.91.41,1/29/1996
2061,Goddu,Vachel,01.87.02.92.97,11/4/1983
2062,Jardine,Yseult,05.92.34.32.15,5/11/1964
2063,Fouquet,Marlon,04.24.92.98.51,4/7/1942
2064,Bernard,Clarice,01.47.34.16.77,5/20/1958
2065,Guilmette,Ernest,04.22.73.56.01,7/25/1985
2066,Saucier,Aimée,04.60.13.56.60,2/27/1948
2067,Labrie,Élisabeth,04.55.44.04.36,5/9/1963
2068,Vertefeuille,Leal,01.41.33.48.93,5/29/1985
2069,Lamontagne,Creissant,01.21.65.62.22,6/13/1981
2070,Parmentier,Pansy,01.10.47.50.34,7/7/1996
2071,Berger,Odette,04.83.68.76.07,1/6/1996
2072,Pelletier,Claire,05.22.23.12.45,10/21/2001
2073,Garreau,Annette,04.21.01.97.81,8/12/1948
2074,Bérubé,Turner,01.91.03.92.56,8/22/1974
2075,Bériault,Amedee,01.99.83.58.12,5/13/1958
2076,Chicoine,Antoine,04.89.01.07.97,5/8/1968
2077,Maheu,Rive,01.94.90.35.63,6/30/1978
2078,Tardif,Magnolia,01.50.01.64.62,7/26/1981
2079,Ricard,Gabrielle,01.99.21.60.13,8/26/1956
2080,Bondy,Felicien,02.37.31.95.77,5/28/1989
2081,Gingras,Angelette,03.07.83.41.69,4/14/2004
2082,Goddu,Anastasie,03.80.19.30.15,9/27/1943
2083,Labonté,Sébastien,02.69.35.70.61,7/19/1942
2084,Marier,Ogier,01.35.26.48.18,1/24/1974
2085,Deschamps,Fayme,05.98.29.46.46,11/2/1942
2086,Bler,Victor,01.94.09.32.34,12/16/1993
2087,Gamelin,Louis,03.07.84.62.43,4/9/1963
2088,Duhamel,Nadine,02.68.57.77.23,6/4/1939
2089,Benjamin,Françoise,03.49.83.07.83,1/19/1976
2090,Rousseau,Jesper,04.55.17.57.36,5/19/1957
2091,Thériault,Caroline,04.87.14.48.24,7/17/1947
2092,Echeverri,Antoine,03.04.55.95.33,4/11/1985
2093,Routhier,Sabine,04.61.83.26.67,11/30/1960
2094,Givry,Ancelote,05.59.84.32.27,1/5/1940
2095,L'Heureux,Matthieu,02.95.34.55.02,9/12/1938
2096,Boileau,Amedee,02.37.75.82.34,6/5/1971
2097,Bonenfant,Lirienne,01.31.83.23.28,4/5/1979
2098,L'Angelier,Leala,02.26.64.00.18,9/9/1951
2099,Boulé,Dreux,01.29.50.69.91,9/16/1940
2100,Audibert,Vachel,04.07.58.43.50,7/3/1960
2101,Denis,Heloise,02.50.89.45.20,3/27/1947
2102,Ferland,Astrid,03.36.19.64.63,8/17/1975
2103,Baril,Saber,02.69.50.46.65,1/14/1994
2104,Petit,Ferrau,02.67.79.58.58,4/29/2003
2105,Brousse,Erembourg,02.94.16.13.31,7/13/1998
2106,Pichette,Cheney,04.80.63.31.56,4/8/1997
2107,Bonami,Romain,04.63.99.28.90,5/18/1951
2108,Langlois,Jeanette,01.38.20.64.69,10/2/1973
2109,Grandbois,Carolos,01.81.60.82.87,9/17/1947
2110,Panetier,Isabelle,05.95.63.47.04,3/14/1939
2111,Salmons,Hamilton,04.71.61.10.94,12/9/1966
2112,Meilleur,Charmaine,03.51.38.08.06,5/9/1981
2113,Beaudoin,Cinderella,01.21.83.90.23,10/31/1956
2114,Boutot,Sennet,03.88.11.33.49,6/23/1981
2115,Cormier,Stéphanie,05.16.72.78.56,11/7/1987
2116,Moquin,Gano,03.83.64.41.58,3/30/2004
2117,Guibord,Travers,02.66.81.89.39,7/22/1966
2118,Grondin,Beltane,04.26.57.81.80,4/6/1961
2119,Briard,Brier,01.58.60.16.84,2/16/1990
2120,Tanguay,Peverell,01.82.81.08.10,7/12/1945
2121,Dodier,Carole,03.39.30.84.91,12/13/1974
2122,Lefèbvre,Fitz,05.56.13.68.80,12/30/1963
2123,Cailot,Mirabelle,05.54.91.47.12,7/23/1982
2124,Caouette,Granville,04.22.56.70.29,1/25/1971
2125,Grivois,Felicienne,04.44.27.52.25,6/6/1944
2126,Aubin,Daisi,03.30.89.62.53,12/26/1949
2127,Vertefeuille,Denis,03.56.19.94.51,10/29/1987
2128,Pariseau,Andrée,02.16.71.46.94,12/7/1954
2129,Parent,Fauna,01.35.21.70.61,8/4/1990
2130,Desnoyers,Théodore,02.61.15.36.84,2/12/1959
2131,Lampron,Mercer,01.08.80.90.55,6/12/1980
2132,Bernier,Clarimunda,01.49.14.94.61,4/11/1957
2133,Charpentier,Agramant,01.12.01.30.21,7/9/1974
2134,Bellefeuille,Ansel,04.85.92.08.50,12/26/1942
2135,Grandpré,Namo,05.06.30.45.99,7/17/1947
2136,Leroy,Tristan,02.80.30.81.51,4/8/1992
2137,Monrency,Jérôme,01.21.86.78.50,3/3/1991
2138,Berie,Burkett,01.18.95.90.76,5/13/1945
2139,Lévesque,Gabriel,04.92.01.39.88,11/9/1980
2140,Laforge,Florismart,03.39.58.64.85,5/25/1972
2141,Fongemie,Pierrette,05.63.94.96.19,5/30/1993
2142,Saucier,Benoît,01.81.25.54.93,2/17/1989
2143,Brunault,Senior,04.84.50.51.63,11/29/2003
2144,St-Pierre,Francis,01.48.07.81.20,10/5/1982
2145,Gabriaux,Marveille,05.10.45.93.80,3/31/1951
2146,Lécuyer,Seymour,01.31.72.35.74,11/28/1989
2147,Généreux,Astolpho,01.19.16.66.43,7/25/1994
2148,Ducharme,Marshall,01.30.19.92.73,11/20/1949
2149,Guérette,Morgana,04.76.24.93.55,5/31/1984
2150,Séguin,Durandana,01.02.37.72.81,7/31/1952
2151,Garcia,Burrell,04.95.09.76.64,9/6/1951
2152,Garnier,Ranger,05.07.93.60.71,2/7/2001
2153,Duhamel,Legget,05.82.94.03.42,1/31/2005
2154,Bourdette,Martine,05.42.22.79.11,3/29/1950
2155,Gamelin,Talbot,04.39.18.11.59,12/5/1960
2156,Monty,Ogier,03.51.00.16.70,12/11/1994
2157,Vadeboncoeur,Laurence,04.46.63.85.20,10/22/2003
2158,Croquetaigne,Nadine,03.38.09.02.86,6/26/1938
2159,Dubeau,Francis,01.03.88.61.68,10/31/1961
2160,Girard,Fletcher,05.59.72.12.97,11/8/1954
2161,Arpin,Aymon,01.84.56.06.50,3/16/1954
2162,Leclerc,Eliot,01.69.34.78.70,8/27/1975
2163,Couet,Tanguy,04.37.90.16.19,5/31/1976
2164,Galarneau,Anouk,02.33.81.34.27,9/6/1991
2165,Lagacé,Scoville,03.49.00.61.57,2/24/1990
2166,Landry,Alexandre,03.34.07.41.24,7/31/1953
2167,Bonnet,Daniel,03.60.22.05.36,9/18/2004
2168,Camus,Rule,01.86.68.76.09,12/25/1957
2169,Bousquet,Aloin,04.69.11.47.48,12/25/1961
2170,Courcelle,Fortun,03.29.25.60.85,6/12/1953
2171,Bilodeau,Ormazd,01.62.78.52.79,11/8/1987
2172,Richer,Dreux,04.83.26.68.25,6/26/1987
2173,Laderoute,Marguerite,01.54.38.41.72,3/7/1980
2174,Rousseau,Pascaline,03.30.63.96.87,6/5/2000
2175,Boivin,Zurie,04.52.41.75.31,1/22/1998
2176,Ménard,Sébastien,01.16.99.53.80,3/16/1943
2177,Grandbois,Patience,04.86.62.66.01,2/13/1945
2178,Norbert,Aubrey,02.96.34.26.82,6/9/1991
2179,Rivard,Percy,01.89.63.84.01,5/28/1999
2180,Babin,Yves,01.13.79.86.85,12/30/2002
2181,Descoteaux,Fauna,05.57.85.21.98,7/21/1984
2182,Roux,Aurélie,05.70.19.86.14,11/24/1981
2183,Salmons,Arridano,02.97.92.84.64,3/25/1969
2184,Rancourt,Laurence,04.65.03.13.19,7/26/1989
2185,Guernon,Trinette,02.15.46.83.28,6/4/1979
2186,Grenier,Odo,02.64.61.16.05,2/28/1950
2187,Beauchemin,Antoinette,01.26.94.14.41,12/10/1956
2188,Brousseau,Saber,05.25.26.93.31,7/6/1964
2189,Ricard,Fifi,04.23.31.15.36,10/26/1991
2190,Duperré,Vachel,05.59.00.90.48,12/14/1993
2191,Sorel,Porter,01.52.92.45.67,1/21/1954
2192,Batard,Searlait,03.82.98.80.17,11/9/1971
2193,Houle,Cerise,04.13.95.67.88,7/14/1999
2194,Tachel,Brunella,02.50.37.53.42,11/25/2000
2195,LaGarde,Matthieu,04.24.25.05.89,8/24/1957
2196,CinqMars,Véronique,05.75.37.79.61,11/4/1954
2197,Marier,Manon,01.42.87.60.46,9/29/1957
2198,Desruisseaux,Babette,04.98.17.72.97,1/28/1972
2199,Beaulac,Avenall,04.80.35.83.85,12/10/1973
2200,Fortin,Gaetane,01.60.34.42.19,7/29/1958
2201,Cliche,Leroy,05.05.64.83.95,9/23/1965
2202,Moïse,Élisabeth,04.60.93.54.09,11/8/1960
2203,Déziel,Jesper,02.10.41.68.60,9/15/1991
2204,Thibault,Victorine,02.30.72.63.52,12/17/1993
2205,Boisvert,Carole,04.99.08.67.98,8/29/1991
2206,Beaupré,Mathilde,03.20.07.01.19,2/24/2001
2207,Théberge,Fifine,01.28.60.61.28,10/27/1978
2208,Harquin,Oliver,04.98.36.09.75,8/22/1964
2209,Dumoulin,Aubin,02.28.29.44.64,6/14/1949
2210,Côté,Brice,04.63.01.19.14,6/11/1960
2211,Patenaude,Arber,04.61.51.65.66,10/26/1955
2212,Veilleux,Beltane,02.00.47.85.78,11/28/1984
2213,Déziel,Ignace,04.36.98.58.09,1/3/1949
2214,Thibodeau,Logistilla,04.96.26.81.55,5/18/1973
2215,Dubeau,Estelle,03.59.76.26.05,7/27/1988
2216,Jetté,Guy,03.73.01.42.84,10/6/1958
2217,Abril,Lucas,02.95.78.12.00,12/16/2002
2218,Beaulieu,Gemma,02.12.37.72.18,11/2/1953
2219,Simard,Aurélie,01.82.84.29.39,3/7/2000
2220,Crête,Calandre,01.36.50.26.79,10/27/1994
2221,Lamy,Caresse,03.23.44.94.41,7/16/1941
2222,Richer,Matthieu,01.42.14.79.93,10/28/1999
2223,Trudeau,Lucas,02.82.49.48.22,10/4/1976
2224,Bérard,Frontino,01.08.51.62.62,7/6/1964
2225,Fortier,Dalmace,02.80.33.03.28,2/10/1969
2226,Caya,Neville,02.70.38.68.99,10/8/1945
2227,Dubois,Yolette,01.88.41.56.46,11/19/1970
2228,St-Pierre,Michèle,02.45.34.63.29,1/12/1968
2229,Deserres,Mandel,05.78.94.09.27,1/2/1982
2230,Bazin,Lowell,01.14.81.41.01,12/5/1949
2231,Demers,Harriette,04.23.53.68.28,5/15/1967
2232,Lamour,Zacharie,03.02.22.44.64,1/2/1997
2233,"Des Meaux",Emmanuel,04.83.30.97.61,1/23/1939
2234,Martineau,Grégoire,04.40.10.91.39,10/12/1938
2235,Vachon,Faustin,03.37.28.29.33,7/21/1969
2236,Cuillerier,Channing,05.45.31.57.57,8/22/1974
2237,Ratté,Aya,01.29.93.29.06,1/19/1943
2238,Gabriaux,Alfred,02.45.62.27.61,8/21/1982
2239,Lajeunesse,Linette,02.11.52.63.47,5/1/1996
2240,Primeau,David,01.19.40.84.32,6/28/1958
2241,Laux,Honore,04.84.60.24.92,4/24/1958
2242,Girard,Cinderella,01.40.37.25.73,6/15/1977
2243,Charbonneau,Caroline,01.50.10.08.12,9/10/1951
2244,Lambert,Marveille,01.06.73.03.26,5/27/1948
2245,Laprise,Grosvenor,01.31.31.08.40,5/23/1993
2246,Cinq-Mars,Luc,01.45.22.43.38,7/8/1996
2247,Gregoire,Agnès,01.62.20.17.15,9/11/1952
2248,Charrette,Pierrette,01.86.16.93.22,8/5/1944
2249,Brisebois,Verrill,01.95.16.37.23,3/6/2001
2250,Létourneau,Tilly,01.86.63.02.07,1/27/1953
2251,Petit,Ranger,05.44.70.36.38,6/29/1944
2252,Allard,Geneviève,03.63.32.18.54,5/12/1998
2253,Monjeau,Philippine,01.29.74.35.79,1/23/1962
2254,Charette,Onfroi,01.44.85.59.77,7/22/1988
2255,Fréchette,Catherine,01.96.38.06.70,3/26/1979
2256,Rouze,Tristan,01.50.80.96.47,6/30/1956
2257,Duranseau,Corette,05.55.31.23.20,11/9/1951
2258,Monty,Millicent,05.10.80.44.81,8/22/1967
2259,Berie,Suzette,04.39.10.53.92,7/2/2001
2260,Garreau,Karel,01.79.79.62.74,3/25/1956
2261,Deniger,Mason,04.49.70.67.97,6/11/1966
2262,Paquette,Mavise,03.64.81.08.24,12/4/1973
2263,Larivière,Ermengardi,03.04.44.24.42,5/16/1961
2264,Martineau,Arnaud,04.41.86.47.02,1/26/2001
2265,Poulin,Gaspar,01.98.43.42.71,10/27/2000
2266,Meunier,Voleta,01.32.47.85.46,2/1/1976
2267,Labelle,Arienne,02.72.23.76.59,2/11/1940
2268,Bourgeois,Cammile,04.27.18.52.72,9/27/1942
2269,Duplanty,Aiglentina,01.14.97.30.26,7/1/1997
2270,"Du Trieux",Paien,03.44.35.74.63,4/21/1991
2271,Sacré,Hortense,01.61.91.60.89,11/9/1938
2272,Moreau,Jeoffroi,03.18.89.08.87,1/9/1951
2273,Labelle,Linette,03.98.44.46.26,7/27/1999
2274,Mouet,Travers,01.08.99.98.49,1/26/1993
2275,Longpré,Gaspar,01.65.07.12.24,9/1/1985
2276,Robert,Trinette,02.59.31.54.10,5/12/1993
2277,Marquis,Jacquenett,04.85.08.98.33,8/29/1960
2278,Cormier,Audrey,03.47.93.95.59,9/26/1984
2279,Hétu,Bayard,01.05.86.44.70,7/27/1940
2280,Paquette,Faustin,03.42.35.23.85,10/11/1958
2281,Berger,Millicent,01.80.03.18.51,1/16/1978
2282,Laux,Caroline,01.98.75.46.02,6/29/1962
2283,Neufville,Valiant,01.49.58.44.21,8/18/2001
2284,Lafond,Loring,01.80.89.41.67,5/17/1956
2285,Salois,Juliette,02.76.35.03.70,11/15/1987
2286,Pirouet,Soren,04.60.99.34.85,1/23/2003
2287,Blondlot,Alita,03.52.47.50.71,10/24/1993
2288,Gregoire,Matthieu,03.77.05.99.63,10/13/1967
2289,Caya,Henry,01.78.12.10.66,10/22/2001
2290,Hughes,Royce,03.37.32.71.59,5/26/1997
2291,Ménard,Vallis,02.67.57.91.73,3/9/1969
2292,Migneault,Rive,01.05.36.88.23,10/21/1958
2293,Phaneuf,Campbell,01.04.62.82.02,8/22/1961
2294,Bertrand,Audric,05.52.01.72.64,3/9/1971
2295,Fecteau,Simone,02.63.77.03.52,2/10/1966
2296,Jolicoeur,Tanguy,01.85.48.68.95,8/23/1992
2297,Paré,René,01.22.27.50.13,4/5/1994
2298,Saucier,Aubine,01.07.62.31.97,5/26/1986
2299,Trépanier,Inès,02.38.41.74.46,12/25/1941
2300,Rivard,Felicienne,01.39.19.43.97,8/23/2000
2301,Dumoulin,Georges,04.98.13.10.35,6/20/1989
2302,Meilleur,Rosemarie,04.06.13.43.95,8/29/1994
2303,Gingras,Ganelon,01.78.21.18.17,5/7/1978
2304,Cyr,Pansy,01.45.03.36.83,10/8/1961
2305,Galarneau,Burrell,02.49.19.22.27,2/12/1997
2306,Meilleur,Ray,05.18.93.73.31,3/9/1965
2307,Laderoute,Raison,04.34.09.30.22,6/8/1976
2308,Brousse,Raison,04.17.49.52.76,9/25/1940
2309,Patenaude,Laurent,03.38.94.97.00,4/12/1944
2310,Laforest,Raina,05.07.21.40.04,2/19/1987
2311,Labonté,Marlon,02.01.99.50.99,4/22/1957
2312,Paradis,Porter,05.95.33.26.62,10/5/1971
2313,Adler,Mandel,01.28.15.05.72,9/2/1959
2314,Denis,Garland,01.19.28.01.51,5/4/1970
2315,Chalut,Aubrette,03.52.37.10.30,3/22/1989
2316,Morin,Serge,02.13.50.51.34,4/13/1943
2317,Collin,Marsilius,05.84.76.77.32,4/16/1975
2318,Parenteau,Parnella,01.16.71.77.71,9/16/1994
2319,Chalifour,Marc,04.74.56.07.33,10/14/1968
2320,Baril,Falerina,02.00.37.39.68,2/15/1952
2321,Tétrault,Vernon,01.67.26.30.48,9/26/1983
2322,Beauchemin,Zurie,03.07.81.21.88,2/12/2005
2323,Bazinet,Esperanza,02.25.01.83.80,4/6/1991
2324,Meilleur,Gérard,03.73.54.69.13,11/7/1981
2325,Beaudouin,Anaïs,03.84.72.40.35,1/3/1996
2326,Létourneau,Roland,02.44.03.16.16,6/9/1992
2327,Soucy,Olivie,01.58.32.29.18,3/25/1967
2328,Laux,Lirienne,04.19.21.43.96,1/26/1962
2329,St-Jean,Ruby,02.27.09.21.03,1/2/1978
2330,Petrie,Nadine,01.44.57.04.63,7/12/1956
